name,link_product,price,odometer,transmissions,fuel_type,car_type,update_date,year_made,brand
Sportage,https://www.cars24.com.au/buy-used-kia-sportage-car-18847793751744/,19695,"80,001 - 100,000",Automatic,Petrol,SUV,20251107,2018,Kia
CX-5,https://www.cars24.com.au/buy-used-mazda-cx-5-car-18915271623424/,19190,"80,001 - 100,000",Automatic,Petrol,SUV,20251107,2015,Mazda
Endura,https://www.cars24.com.au/buy-used-ford-endura-car-18769228040896/,21890,"80,001 - 100,000",Automatic,Diesel,SUV,20251107,2018,Ford
Corolla Cross,https://www.cars24.com.au/buy-used-toyota-corolla-cross-car-18848897376640/,37495,"40,001 - 60,000",Automatic,Hybrid,SUV,20251107,2023,Toyota
Seltos,https://www.cars24.com.au/buy-used-kia-seltos-car-18916954980864/,26490,"60,001 - 80,000",Automatic,Petrol,SUV,20251107,2021,Kia
Zst,https://www.cars24.com.au/buy-used-mg-zst-car-18827506096640/,16990,"60,001 - 80,000",Automatic,Petrol,SUV,20251107,2021,MG
C-HR,https://www.cars24.com.au/buy-used-toyota-c-hr-car-18938274556992/,21390,"100,001 - 120,000",Automatic,Petrol,SUV,20251107,2018,Toyota
X-trail,https://www.cars24.com.au/buy-used-nissan-x-trail-car-18552951693376/,22595,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2020,Nissan
CX-5,https://www.cars24.com.au/buy-used-mazda-cx-5-car-19484493231040/,29290,"80,001 - 100,000",Automatic,Petrol,SUV,20251107,2019,Mazda
Zst,https://www.cars24.com.au/buy-used-mg-zst-car-19030877004224/,17890,"20,001 - 40,000",Automatic,Petrol,SUV,20251107,2021,MG
MU-X,https://www.cars24.com.au/buy-used-isuzu-mu-x-car-18849215983808/,40990,"60,001 - 80,000",Automatic,Diesel,SUV,20251107,2021,Isuzu
Sportage,https://www.cars24.com.au/buy-used-kia-sportage-car-19483748933120/,28990,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2023,Kia
Outlander,https://www.cars24.com.au/buy-used-mitsubishi-outlander-car-19565135334272/,26090,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2020,Mitsubishi
Tucson,https://www.cars24.com.au/buy-used-hyundai-tucson-car-19473775210688/,21790,"60,001 - 80,000",Automatic,Diesel,SUV,20251107,2018,Hyundai
HS,https://www.cars24.com.au/buy-used-mg-hs-car-19356461889024/,21390,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2022,MG
Zst,https://www.cars24.com.au/buy-used-mg-zst-car-18775249770816/,22290,"0 - 20,000",Automatic,Petrol,SUV,20251107,2023,MG
RAV4,https://www.cars24.com.au/buy-used-toyota-rav4-car-19240738266816/,35290,"60,001 - 80,000",Automatic,Hybrid,SUV,20251107,2020,Toyota
CX-30,https://www.cars24.com.au/buy-used-mazda-cx-30-car-19187514514560/,31090,"20,001 - 40,000",Automatic,Petrol,SUV,20251107,2021,Mazda
,https://www.cars24.com.au/buy-used-toyota-kluger-car-19176216135488/,34490,"60,001 - 80,000",Automatic,Petrol,SUV,20251107,2018,Toyota
HS,https://www.cars24.com.au/buy-used-mg-hs-car-19154154517888/,19190,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2020,MG
Zst,https://www.cars24.com.au/buy-used-mg-zst-car-19414149993152/,19990,"20,001 - 40,000",Automatic,Petrol,SUV,20251107,2022,MG
Yaris Cross,https://www.cars24.com.au/buy-used-toyota-yaris-cross-car-19572259359424/,29690,"40,001 - 60,000",Automatic,Hybrid,SUV,20251107,2022,Toyota
MU-X,https://www.cars24.com.au/buy-used-isuzu-mu-x-car-19483780258944/,48890,"60,001 - 80,000",Automatic,Diesel,SUV,20251107,2021,Isuzu
HS,https://www.cars24.com.au/buy-used-mg-hs-car-19484710155392/,18290,"60,001 - 80,000",Automatic,Petrol,SUV,20251107,2022,MG
Sorento,https://www.cars24.com.au/buy-used-kia-sorento-car-19471250562880/,23990,"80,001 - 100,000",Automatic,Diesel,SUV,20251107,2016,Kia
Tiguan,https://www.cars24.com.au/buy-used-volkswagen-tiguan-car-19571176049024/,34090,"80,001 - 100,000",Automatic,Petrol,SUV,20251107,2021,Volkswagen
Qashqai,https://www.cars24.com.au/buy-used-nissan-qashqai-car-19238023528512/,15190,"100,001 - 120,000",Automatic,Petrol,SUV,20251107,2016,Nissan
Trailblazer,https://www.cars24.com.au/buy-used-holden-trailblazer-car-18938511272448/,26590,"80,001 - 100,000",Automatic,Diesel,SUV,20251107,2017,Holden
CX-9,https://www.cars24.com.au/buy-used-mazda-cx-9-car-19255890477952/,34390,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2022,Mazda
C-HR,https://www.cars24.com.au/buy-used-toyota-c-hr-car-19223688840128/,27290,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2022,Toyota
X-trail,https://www.cars24.com.au/buy-used-nissan-x-trail-car-19583688707840/,21590,"60,001 - 80,000",Automatic,Petrol,SUV,20251107,2020,Nissan
HS,https://www.cars24.com.au/buy-used-mg-hs-car-19346203756352/,20090,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2021,MG
Zst,https://www.cars24.com.au/buy-used-mg-zst-car-19620150222848/,18490,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2021,MG
Corolla Cross,https://www.cars24.com.au/buy-used-toyota-corolla-cross-car-19776404245120/,32690,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2023,Toyota
RAV4,https://www.cars24.com.au/buy-used-toyota-rav4-car-19732144498944/,38390,"40,001 - 60,000",Automatic,Hybrid,SUV,20251107,2020,Toyota
Endura,https://www.cars24.com.au/buy-used-ford-endura-car-18962810650688/,21790,"80,001 - 100,000",Automatic,Diesel,SUV,20251107,2018,Ford
HR-V,https://www.cars24.com.au/buy-used-honda-hr-v-car-19659210296256/,24290,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2019,Honda
Qashqai,https://www.cars24.com.au/buy-used-nissan-qashqai-car-19743173168064/,23290,"60,001 - 80,000",Automatic,Petrol,SUV,20251107,2020,Nissan
Eclipse Cross,https://www.cars24.com.au/buy-used-mitsubishi-eclipse-cross-car-19481502750720/,27290,"20,001 - 40,000",Automatic,Petrol,SUV,20251107,2022,Mitsubishi
H2,https://www.cars24.com.au/buy-used-haval-h2-car-19085494153472/,16390,"60,001 - 80,000",Automatic,Petrol,SUV,20251107,2020,Haval
,https://www.cars24.com.au/buy-used-mazda-cx-3-car-18116742435456/,19295,"80,001 - 100,000",Manual,Petrol,SUV,20251107,2018,Mazda
,https://www.cars24.com.au/buy-used-mg-hs-+ev-car-17808737144576/,23999,"20,001 - 40,000",Automatic,Hybrid,SUV,20251107,2022,MG
HS,https://www.cars24.com.au/buy-used-mg-hs-car-16730736208320/,17490,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2020,MG
,https://www.cars24.com.au/buy-used-mitsubishi-outlander-car-18159035899584/,31499,"20,001 - 40,000",Automatic,Petrol,SUV,20251107,2023,Mitsubishi
RAV4,https://www.cars24.com.au/buy-used-toyota-rav4-car-19662670807360/,42390,"40,001 - 60,000",Automatic,Hybrid,SUV,20251107,2023,Toyota
Zst,https://www.cars24.com.au/buy-used-mg-zst-car-18810515102848/,16790,"60,001 - 80,000",Automatic,Petrol,SUV,20251107,2021,MG
Qashqai,https://www.cars24.com.au/buy-used-nissan-qashqai-car-18752709959424/,20390,"40,001 - 60,000",Manual,Petrol,SUV,20251107,2020,Nissan
CX-3,https://www.cars24.com.au/buy-used-mazda-cx-3-car-19490236161152/,22390,"60,001 - 80,000",Automatic,Petrol,SUV,20251107,2018,Mazda
MU-X,https://www.cars24.com.au/buy-used-isuzu-mu-x-car-19404831082368/,47690,"20,001 - 40,000",Automatic,Diesel,SUV,20251107,2021,Isuzu
CX-30,https://www.cars24.com.au/buy-used-mazda-cx-30-car-19005917144256/,25490,"60,001 - 80,000",Automatic,Petrol,SUV,20251107,2021,Mazda
Koleos,https://www.cars24.com.au/buy-used-renault-koleos-car-18190328441728/,20595,"60,001 - 80,000",Automatic,Petrol,SUV,20251107,2023,Renault
Grand Vitara,https://www.cars24.com.au/buy-used-suzuki-grand-vitara-car-19561601849472/,15790,"140,001 - 160,000",Automatic,Petrol,SUV,20251107,2015,Suzuki
Outlander,https://www.cars24.com.au/buy-used-mitsubishi-outlander-car-18937212682496/,18390,"120,001 - 140,000",Automatic,Diesel,SUV,20251107,2016,Mitsubishi
Tucson,https://www.cars24.com.au/buy-used-hyundai-tucson-car-19141859569920/,23195,"80,001 - 100,000",Automatic,Petrol,SUV,20251107,2020,Hyundai
CR-V,https://www.cars24.com.au/buy-used-honda-cr-v-car-19302087459456/,23790,"20,001 - 40,000",Automatic,Petrol,SUV,20251107,2017,Honda
RAV4,https://www.cars24.com.au/buy-used-toyota-rav4-car-19732071631552/,39790,"20,001 - 40,000",Automatic,Hybrid,SUV,20251107,2020,Toyota
CX-3,https://www.cars24.com.au/buy-used-mazda-cx-3-car-18942517357760/,24490,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2022,Mazda
CX-5,https://www.cars24.com.au/buy-used-mazda-cx-5-car-19176401313664/,28790,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2023,Mazda
HS,https://www.cars24.com.au/buy-used-mg-hs-car-18962926841280/,17690,"80,001 - 100,000",Automatic,Petrol,SUV,20251107,2020,MG
HS,https://www.cars24.com.au/buy-used-mg-hs-car-19107913860224/,18190,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2022,MG
Ix35,https://www.cars24.com.au/buy-used-hyundai-ix35-car-18957148734912/,15790,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2013,Hyundai
Sportage,https://www.cars24.com.au/buy-used-kia-sportage-car-18779487853568/,23890,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2020,Kia
Zst,https://www.cars24.com.au/buy-used-mg-zst-car-18782785144640/,19390,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2021,MG
Equinox,https://www.cars24.com.au/buy-used-holden-equinox-car-18848448586560/,14790,"60,001 - 80,000",Automatic,Petrol,SUV,20251107,2018,Holden
Ranger,https://www.cars24.com.au/buy-used-ford-ranger-car-17978711947904/,46399,"100,001 - 120,000",Automatic,Diesel,Ute,20251107,2022,Ford
,https://www.cars24.com.au/buy-used-gwm-ute-car-18145810754368/,26690,"60,001 - 80,000",Automatic,Diesel,Ute,20251107,2022,GWM
Ranger,https://www.cars24.com.au/buy-used-ford-ranger-car-19323507195904/,37290,"40,001 - 60,000",Automatic,Diesel,Ute,20251107,2021,Ford
Amarok,https://www.cars24.com.au/buy-used-volkswagen-amarok-car-19031469789248/,25490,"20,001 - 40,000",Automatic,Diesel,Ute,20251107,2017,Volkswagen
,https://www.cars24.com.au/buy-used-nissan-navara-car-19742482934528/,34090,"40,001 - 60,000",Automatic,Diesel,Ute,20251107,2019,Nissan
Ranger,https://www.cars24.com.au/buy-used-ford-ranger-car-19427599962880/,33090,"60,001 - 80,000",Automatic,Diesel,Ute,20251107,2017,Ford
Cannon Alpha,https://www.cars24.com.au/buy-used-gwm-cannon-alpha-car-18846730728704/,40990,"40,001 - 60,000",Automatic,Diesel,Ute,20251107,2024,GWM
Triton,https://www.cars24.com.au/buy-used-mitsubishi-triton-car-18679795730240/,25090,"0 - 20,000",Automatic,Diesel,Ute,20251107,2015,Mitsubishi
Ranger,https://www.cars24.com.au/buy-used-ford-ranger-car-19414270317568/,44290,"40,001 - 60,000",Automatic,Diesel,Ute,20251107,2022,Ford
Ute,https://www.cars24.com.au/buy-used-gwm-ute-car-19311166157504/,25795,"0 - 20,000",Automatic,Diesel,Ute,20251107,2022,GWM
Triton,https://www.cars24.com.au/buy-used-mitsubishi-triton-car-12258166261248/,27278,"40,001 - 60,000",Automatic,Diesel,Ute,20251107,2017,Mitsubishi
Ranger,https://www.cars24.com.au/buy-used-ford-ranger-car-18544054342016/,25995,"40,001 - 60,000",Automatic,Diesel,Ute,20251107,2020,Ford
Triton,https://www.cars24.com.au/buy-used-mitsubishi-triton-car-19150729971456/,31890,"80,001 - 100,000",Manual,Diesel,Ute,20251107,2018,Mitsubishi
Ranger,https://www.cars24.com.au/buy-used-ford-ranger-car-19561529741440/,27190,"20,001 - 40,000",Automatic,Diesel,Ute,20251107,2021,Ford
Staria,https://www.cars24.com.au/buy-used-hyundai-staria-car-19776197536000/,34290,"100,001 - 120,000",Automatic,Diesel,Van,20251107,2022,Hyundai
,https://www.cars24.com.au/buy-used-subaru-levorg-car-18077693501632/,18395,"100,001 - 120,000",Automatic,Petrol,Wagon,20251107,2016,Subaru
,https://www.cars24.com.au/buy-used-mercedes-benz-glb-car-17590721777024/,39699,"60,001 - 80,000",Automatic,Petrol,Wagon,20251107,2021,Mercedes
,https://www.cars24.com.au/buy-used-mercedes-benz-gla-car-17998770289344/,29599,"40,001 - 60,000",Automatic,Petrol,Wagon,20251107,2018,Mercedes
Haval H6,https://www.cars24.com.au/buy-used-gwm-haval-h6-car-18942518083648/,29290,"20,001 - 40,000",Automatic,Hybrid,Wagon,20251107,2022,GWM
Yaris Cross,https://www.cars24.com.au/buy-used-toyota-yaris-cross-car-19414145730048/,29890,"40,001 - 60,000",Automatic,Hybrid,Wagon,20251107,2023,Toyota
Captur,https://www.cars24.com.au/buy-used-renault-captur-car-18371707297856/,16595,"60,001 - 80,000",Automatic,Petrol,Wagon,20251107,2022,Renault
Carnival,https://www.cars24.com.au/buy-used-kia-carnival-car-19776350506368/,41790,"40,001 - 60,000",Automatic,Diesel,Wagon,20251107,2022,Kia
Venue,https://www.cars24.com.au/buy-used-hyundai-venue-car-19817393848448/,25990,"0 - 20,000",Automatic,Petrol,Wagon,20251107,2024,Hyundai
T-roc,https://www.cars24.com.au/buy-used-volkswagen-t-roc-car-19483809821824/,27090,"40,001 - 60,000",Automatic,Petrol,Wagon,20251107,2022,Volkswagen
Haval Jolion,https://www.cars24.com.au/buy-used-gwm-haval-jolion-car-19823449342912/,28190,"0 - 20,000",Automatic,Hybrid,Wagon,20251107,2023,GWM
Captur,https://www.cars24.com.au/buy-used-renault-captur-car-18474761085568/,17695,"40,001 - 60,000",Automatic,Petrol,Wagon,20251107,2022,Renault
T-cross,https://www.cars24.com.au/buy-used-volkswagen-t-cross-car-19553215582976/,20990,"40,001 - 60,000",Automatic,Petrol,Wagon,20251107,2023,Volkswagen
XV,https://www.cars24.com.au/buy-used-subaru-xv-car-19711124506944/,22290,"80,001 - 100,000",Automatic,Petrol,Wagon,20251107,2017,Subaru
Formentor,https://www.cars24.com.au/buy-used-cupra-formentor-car-19798122474496/,43990,"20,001 - 40,000",Automatic,Petrol,Wagon,20251107,2024,Cupra
,https://www.cars24.com.au/buy-used-toyota-yaris-cross-car-19585143082880/,30090,"40,001 - 60,000",Automatic,Hybrid,Wagon,20251107,2023,Toyota
XV,https://www.cars24.com.au/buy-used-subaru-xv-car-18203301272576/,16795,"60,001 - 80,000",Automatic,Petrol,Wagon,20251107,2012,Subaru
2008,https://www.cars24.com.au/buy-used-peugeot-2008-car-18215134714944/,20895,"60,001 - 80,000",Automatic,Petrol,Wagon,20251107,2021,Peugeot
ZS,https://www.cars24.com.au/buy-used-mg-zs-car-18824321833088/,18590,"0 - 20,000",Automatic,Petrol,Wagon,20251107,2023,MG
Hs +ev,https://www.cars24.com.au/buy-used-mg-hs-+ev-car-19030404437312/,26795,"20,001 - 40,000",Automatic,Hybrid,Wagon,20251107,2022,MG
Calais,https://www.cars24.com.au/buy-used-holden-calais-car-18962691769600/,22590,"140,001 - 160,000",Automatic,Petrol,Wagon,20251107,2016,Holden
ZS,https://www.cars24.com.au/buy-used-mg-zs-car-19059073738624/,18190,"0 - 20,000",Automatic,Petrol,Wagon,20251107,2023,MG
Haval H6,https://www.cars24.com.au/buy-used-gwm-haval-h6-car-19324252123840/,26190,"20,001 - 40,000",Automatic,Petrol,Wagon,20251107,2022,GWM
Haval Jolion,https://www.cars24.com.au/buy-used-gwm-haval-jolion-car-19240503279616/,19890,"40,001 - 60,000",Automatic,Petrol,Wagon,20251107,2021,GWM
Yaris Cross,https://www.cars24.com.au/buy-used-toyota-yaris-cross-car-19063795082560/,29495,"40,001 - 60,000",Automatic,Petrol,Wagon,20251107,2020,Toyota
3008,https://www.cars24.com.au/buy-used-peugeot-3008-car-18949769118784/,24690,"40,001 - 60,000",Automatic,Petrol,Wagon,20251107,2022,Peugeot
Haval Jolion,https://www.cars24.com.au/buy-used-gwm-haval-jolion-car-19061901485952/,21090,"20,001 - 40,000",Automatic,Petrol,Wagon,20251107,2021,GWM
Hs +ev,https://www.cars24.com.au/buy-used-mg-hs-+ev-car-18566779529920/,26399,"0 - 20,000",Automatic,Hybrid,Wagon,20251107,2022,MG
Haval Jolion,https://www.cars24.com.au/buy-used-gwm-haval-jolion-car-19346676401216/,19990,"60,001 - 80,000",Automatic,Petrol,Wagon,20251107,2021,GWM
T-cross,https://www.cars24.com.au/buy-used-volkswagen-t-cross-car-19698478761088/,20490,"60,001 - 80,000",Automatic,Petrol,Wagon,20251107,2020,Volkswagen
XV,https://www.cars24.com.au/buy-used-subaru-xv-car-19325219521984/,24790,"40,001 - 60,000",Automatic,Petrol,Wagon,20251107,2019,Subaru
T-roc,https://www.cars24.com.au/buy-used-volkswagen-t-roc-car-19553364743744/,26590,"40,001 - 60,000",Automatic,Petrol,Wagon,20251107,2023,Volkswagen
Odyssey,https://www.cars24.com.au/buy-used-honda-odyssey-car-19223527882816/,23490,"120,001 - 140,000",Automatic,Petrol,Wagon,20251107,2017,Honda
3008,https://www.cars24.com.au/buy-used-peugeot-3008-car-18997580898816/,23990,"40,001 - 60,000",Automatic,Petrol,Wagon,20251107,2022,Peugeot
T-roc,https://www.cars24.com.au/buy-used-volkswagen-t-roc-car-19585192627008/,27190,"40,001 - 60,000",Automatic,Petrol,Wagon,20251107,2022,Volkswagen
T-roc,https://www.cars24.com.au/buy-used-volkswagen-t-roc-car-19572227902656/,27290,"40,001 - 60,000",Automatic,Petrol,Wagon,20251107,2022,Volkswagen
Haval Jolion,https://www.cars24.com.au/buy-used-gwm-haval-jolion-car-19716691904768/,20290,"40,001 - 60,000",Automatic,Petrol,Wagon,20251107,2022,GWM
Stonic,https://www.cars24.com.au/buy-used-kia-stonic-car-19490354256768/,22090,"20,001 - 40,000",Automatic,Petrol,Wagon,20251107,2023,Kia
Kamiq,https://www.cars24.com.au/buy-used-skoda-kamiq-car-19492966371328/,21290,"40,001 - 60,000",Automatic,Petrol,Wagon,20251107,2021,SKODA
Stonic,https://www.cars24.com.au/buy-used-kia-stonic-car-19629641818368/,22390,"40,001 - 60,000",Automatic,Petrol,Wagon,20251107,2023,Kia
Stonic,https://www.cars24.com.au/buy-used-kia-stonic-car-19791472012224/,20990,"40,001 - 60,000",Automatic,Petrol,Wagon,20251107,2023,Kia
T-cross,https://www.cars24.com.au/buy-used-volkswagen-t-cross-car-19258555276800/,24190,"20,001 - 40,000",Automatic,Petrol,Wagon,20251107,2021,Volkswagen
T-roc,https://www.cars24.com.au/buy-used-volkswagen-t-roc-car-19553335794496/,25690,"40,001 - 60,000",Automatic,Petrol,Wagon,20251107,2023,Volkswagen
,https://www.cars24.com.au/buy-used-subaru-outback-car-17421554224192/,31799,"20,001 - 40,000",Automatic,Petrol,Wagon,20251107,2023,Subaru
Haval Jolion,https://www.cars24.com.au/buy-used-gwm-haval-jolion-car-19697549722624/,22990,"0 - 20,000",Automatic,Petrol,Wagon,20251107,2024,GWM
Yaris Cross,https://www.cars24.com.au/buy-used-toyota-yaris-cross-car-19585096552000/,29690,"40,001 - 60,000",Automatic,Hybrid,Wagon,20251107,2023,Toyota
T-cross,https://www.cars24.com.au/buy-used-volkswagen-t-cross-car-18475131048256/,18695,"60,001 - 80,000",Automatic,Petrol,Wagon,20251107,2020,Volkswagen
Levorg,https://www.cars24.com.au/buy-used-subaru-levorg-car-18382517068096/,20695,"80,001 - 100,000",Automatic,Petrol,Wagon,20251107,2016,Subaru
XV,https://www.cars24.com.au/buy-used-subaru-xv-car-19585358826688/,23090,"80,001 - 100,000",Automatic,Petrol,Wagon,20251107,2018,Subaru
CX-3,https://www.cars24.com.au/buy-used-mazda-cx-3-car-19541440861888/,26290,"0 - 20,000",Automatic,Petrol,Wagon,20251107,2024,Mazda
Venue,https://www.cars24.com.au/buy-used-hyundai-venue-car-19266649392896/,22490,"20,001 - 40,000",Automatic,Petrol,Wagon,20251107,2022,Hyundai
CX-3,https://www.cars24.com.au/buy-used-mazda-cx-3-car-19426702512128/,27590,"0 - 20,000",Automatic,Petrol,Wagon,20251107,2024,Mazda
